,Category,Subcat,name,price,price_cat,stars,stars_cat,sales,sales_cat
5745,Lifestyle,Celebrity Impersonators,say anything you want as an officer in a video,15,Low,5,Five,15,Low
5746,Business,Presentations,design business infographic elearning to video presentation,20,Low,5,Five,8,Low
5747,Music & Audio,Online Music LessonsNew,record a video lesson of any song on guitar with tabs,25,Low,4.9,Four+,11,Low
5748,Lifestyle,Celebrity Impersonators,record a voiceover as bernie sanders,10,Very Low,5,Five,157,Huge
5749,Programming & Tech,Chatbots,create a manager and moderator telegram bot for your group,50,Low,5,Five,6,Low
5750,Business,Market Research,provide best market research and analysis,20,Low,5,Five,14,Low
5751,Programming & Tech,QA,create selenium java framework for UI testing,10,Very Low,5,Five,11,Low
5752,Writing & Translation,Beta Reading,review your book or ebook,50,Low,4.9,Four+,15,Low
5753,Music & Audio,Audio Ads ProductionNew,record a HQ arabic male voice over,20,Low,5,Five,1,Low
5754,Lifestyle,Gaming,record 1080p 60fps gameplay for you to use as you wish,5,Very Low,5,Five,13,Low
5755,Video & Animation,Animation for Kids,create awesome 2d animations for kids,30,Low,5,Five,57,Moderate
5756,Writing & Translation,Social Media Copy,write your exclusive linkedin article,60,Medium,5,Five,67,Moderate
5757,Programming & Tech,Game Development,create a 2d or 3d unity game for you,50,Low,5,Five,45,Low
5758,Business,Flyer Distribution,do flyers brochures posters covers headers handouts,5,Very Low,5,Five,170,Huge
5759,Video & Animation,Whiteboard & Animated Explainers,create a fully custom animated explainer video,100,Medium,4.9,Four+,145,Moderate
5760,Lifestyle,"Health, Nutrition & Fitness",create a custom exercise program for you based on your goals,15,Low,5,Five,7,Low
5761,Programming & Tech,WordPress,Our studio will design and develop custom wordpress websites with SEO,2002,High,5,Five,3,Low
5762,Writing & Translation,Podcast Writing,create a podcast script or outline,10,Very Low,4.8,Four+,4,Low
5763,Writing & Translation,Online Language LessonsNew,teach you spanish in a completely personalized course,15,Low,5,Five,1,Low
5764,Video & Animation,Unboxing VideosNew,film a unboxing productvideo,100,Medium,5,Five,3,Low
5765,Video & Animation,Unboxing VideosNew,film a professional unboxing video in HD or 4k for fb ig or youtube,250,High,5,Five,2,Low
5766,Music & Audio,Dialogue Editing,"clean, rebalance or restore any audio",5,Very Low,5,Five,4,Low
5767,Video & Animation,Spokespersons Videos,create a green screen spokesperson video,35,Low,5,Five,1,Low
5768,Lifestyle,Celebrity Impersonators,record worlds best donald trump voice impression for you,10,Very Low,5,Five,23,Low
5769,Video & Animation,Slideshows Videos,create motion graphics video for your website or product,30,Low,5,Five,2,Low
5770,Writing & Translation,Translation,translate arabic to english and english to arabic,5,Very Low,5,Five,121,Moderate
5771,Music & Audio,Jingles & Intros,create your podcast intro and outro,75,Medium,5,Five,218,Huge
5772,Writing & Translation,Online Language LessonsNew,"tutor basic chinese speaking, writing, and reading skills",15,Low,5,Five,1,Low
5773,Writing & Translation,Resume Writing,"edit, write, design your IT cv, cover letter and linkedin",100,Medium,4.9,Four+,17,Low
5774,Video & Animation,Article to VideoNew,"convert article, blog post or text to amazing video",5,Very Low,5,Five,3,Low
5775,Business,Virtual Assistant,be your reliable and skilled virtual personal assistant,40,Low,5,Five,7,Low
5776,Writing & Translation,Case Studies,do  case study with perfection,25,Low,5,Five,8,Low
5777,Lifestyle,Spiritual & Healing,use the energy healing combination of the body code and emotion code,100,Medium,5,Five,15,Low
5778,Writing & Translation,Press Releases,"do press release distribution on yahoo finance, marketwatch",15,Low,5,Five,59,Moderate
5779,Writing & Translation,Website Content,write compelling sales or website copy,65,Medium,5,Five,251,Huge
5780,Video & Animation,Spokespersons Videos,film a green screen video,100,Medium,5,Five,5,Low
5781,Business,Business Consulting,advise a tech startup CEO on most aspects of their hypergrowth business,195,Medium,nul,No Star,nul,No Sale
5782,Video & Animation,Video Editing,professionally edit your gaming video certified by ohe,15,Low,5,Five,2,Low
5783,Writing & Translation,Grant Writing,write you a winning grant proposal,40,Low,5,Five,8,Low
5784,Writing & Translation,Business Names & Slogans,help you start your own Handbag and Purse Line Brand,5,Very Low,4.4,Four+,23,Low
5785,Music & Audio,Voice Over,record an australian male voice over,45,Low,5,Five,62,Moderate
5786,Video & Animation,eLearning Video ProductionNew,create an animated whiteboard explainer,15,Low,nul,No Star,nul,No Sale
5787,Lifestyle,Craft Lessons,do really good crafts,5,Very Low,nul,No Star,nul,No Sale
5788,Music & Audio,DJ Drops & Tags,produce a professional dj drop or radio commercial,25,Low,5,Five,204,Huge
5789,Digital Marketing,Domain Research,find top expired domain with high metrics,10,Very Low,5,Five,3,Low
5790,Programming & Tech,QA,analyze wireshark networking on wired or wireless,10,Very Low,5,Five,4,Low
5791,Digital Marketing,Web Traffic,set up and optimize facebook ads with targeted audience,75,Medium,nul,No Star,nul,No Sale
5792,Business,Legal Consulting,be your trademark attorney,75,Medium,5,Five,87,Moderate
5793,Lifestyle,Online Lessons,"teach video editing with final cut pro, imovie, garageband and motion",35,Low,5,Five,6,Low
5794,Writing & Translation,Case Studies,assist you for bba and MBA program tasks in 24 hours,5,Very Low,5,Five,2,Low
5795,Video & Animation,Product Photography,do product photography for fitness or gym products,50,Low,5,Five,4,Low
5796,Video & Animation,Spokespersons Videos,create a green screen spokesperson video,50,Low,5,Five,32,Low
5797,Music & Audio,Audiobook ProductionNew,master and format your audiobook for acx audible,40,Low,5,Five,2,Low
5798,Writing & Translation,Creative Writing,write a really great paragraph for any purpose,90,Medium,5,Five,1k+,Huge
5799,Writing & Translation,Translation,Our studio will provide a polish translation and a male voice over,100,Medium,nul,No Star,nul,No Sale
5800,Music & Audio,Music TranscriptionNew,transcribe your music to produce professional score and parts,10,Very Low,5,Five,7,Low
5801,Writing & Translation,Translation,translate and localize your app or game to portuguese,5,Very Low,5,Five,51,Moderate
5802,Music & Audio,Session Musicians,record professional live drums for your song,55,Medium,5,Five,15,Low
5803,Writing & Translation,LinkedIn Profiles,enhance and optimize your linkedin to ensure you are noticed,5,Very Low,nul,No Star,nul,No Sale
5804,Video & Animation,Real Estate Promos,make this real estate video for the 2020 market with pets,20,Low,5,Five,168,Huge
5805,Writing & Translation,Press Releases,write a high quality newsworthy press release,125,Medium,4.8,Four+,3,Low
5806,Writing & Translation,Book EditingNew,copyedit your novel or nonfiction book,125,Medium,5,Five,54,Moderate
5807,Video & Animation,Intros & Outros,create a completely custom professional video intro,100,Medium,4.9,Four+,318,Huge
5808,Lifestyle,Family & Genealogy,research your family genealogy,5,Very Low,4.7,Four+,2,Low
5809,Video & Animation,Animation for Kids,create kids learning video,10,Very Low,4.9,Four+,17,Low
5810,Music & Audio,Jingles & Intros,write you a ukulele jingle,50,Low,5,Five,1k+,Huge
5811,Business,HR ConsultingNew,"develop any HR policy, procedure, templates, and contracts",30,Low,5,Five,4,Low
5812,Writing & Translation,Beta Reading,beta read your book and offer an in depth novel critique,10,Very Low,5,Five,10,Low
5813,Video & Animation,Subtitles & Captions,add english or arabic subtitles on your video in 24 hours,10,Very Low,4.8,Four+,4,Low
5814,Video & Animation,Game Trailers,make your video game trailer,5,Very Low,5,Five,4,Low
5815,Music & Audio,Online Music LessonsNew,teach you everything about fl studio,10,Very Low,5,Five,1,Low
5816,Music & Audio,Audiobook ProductionNew,produce and narrate your audiobook,5,Very Low,5,Five,4,Low
5817,Video & Animation,Live Action Explainers,create an amazing explainer and promotional video with voiceover,10,Very Low,nul,No Star,nul,No Sale
5818,Writing & Translation,LinkedIn Profiles,optimize and create professional linkedin profile and resume,20,Low,5,Five,30,Low
5819,Video & Animation,Lyric & Music Videos,make an amazing lyric video,60,Medium,4.9,Four+,503,Huge
5820,Music & Audio,Session Musicians,record the perfect bassline for your tracks,15,Low,5,Five,5,Low
5821,Lifestyle,Arts & Crafts,beautiful flower craft videos for youtube,5,Very Low,5,Five,2,Low
5822,Writing & Translation,Cover Letters,transform your cover letter,350,High,nul,No Star,nul,No Sale
5823,Lifestyle,Celebrity Impersonators,say anything you want as a cowboy in a video,15,Low,5,Five,23,Low
5824,Programming & Tech,Game Development,make custom fivem server for you,15,Low,4.9,Four+,150,Moderate
5825,Music & Audio,SongwritersNew,ghostwrite your rap or pop song,40,Low,5,Five,44,Low
5826,Video & Animation,Unboxing VideosNew,unbox your ebay or amazon product,120,Medium,5,Five,4,Low
5827,Lifestyle,Gaming,coach you in csgo and help you in every aspect,25,Low,5,Five,93,Moderate
5828,Writing & Translation,LinkedIn Profiles,optimize your linkedin profile,65,Medium,4.9,Four+,210,Huge
5829,Writing & Translation,Resume Writing,"fully rewrite your resume,cover letter and linkedin",65,Medium,4.9,Four+,43,Low
5830,Lifestyle,"Health, Nutrition & Fitness","write quality medical,health and fitness articles",10,Very Low,5,Five,2,Low
5831,Digital Marketing,Mobile Marketing & Advertising,do app store optimization and write app description with localized aso,10,Very Low,5,Five,3,Low
5832,Writing & Translation,Online Language LessonsNew,teach you introductory linguistics,20,Low,5,Five,1,Low
5833,Lifestyle,Online Lessons,"do dissertations, research literature and summarize reviews",150,Medium,5,Five,1,Low
5834,Music & Audio,Podcast EditingNew,professionally edit your audio for video commercials and ads,25,Low,5,Five,14,Low
5835,Video & Animation,Visual Effects,be your after effects wizard,40,Low,4.7,Four+,11,Low
5836,Music & Audio,Jingles & Intros,"professionally make a jingle, intro, outro, or radio ad",30,Low,5,Five,4,Low
5837,Music & Audio,Session Musicians,"record fiddle, mandolin, or banjo for your music",45,Low,5,Five,120,Moderate
5838,Writing & Translation,UX Writing,enhance customer journey and social media marketing,80,Medium,nul,No Star,nul,No Sale
5839,Lifestyle,Collectibles,convert kindle ebooks into PDF or epub formats,5,Very Low,5,Five,16,Low
5840,Writing & Translation,White Papers,write a white paper to boost your b2b sales,50,Low,4.9,Four+,8,Low
5841,Video & Animation,Slideshows Videos,create a stunning promotional video or slideshow video,70,Medium,5,Five,76,Moderate
5842,Video & Animation,Real Estate Promos,make architectural animations and walkthrough videos,20,Low,5,Five,1,Low
5843,Writing & Translation,Book & eBook Writing,"write, edit, design your ebook ready for publication",40,Low,4.7,Four+,11,Low
5844,Business,Legal Consulting,"write appeal, poa for amazon account suspension, asin",50,Low,5,Five,4,Low
5845,Lifestyle,Personal StylistsNew,be your personal stylist on a budget,10,Very Low,5,Five,3,Low
5846,Business,Market Research,do professional market research for your business plan,50,Low,4.6,Four+,29,Low
5847,Writing & Translation,Product Descriptions,write a product listing in french for amazon france,100,Medium,5,Five,114,Moderate
5848,Writing & Translation,Online Language LessonsNew,teach you spanish and guide you on your journey to higher levels of fluency,15,Low,5,Five,2,Low
5849,Video & Animation,3D Product Animation,create a 3d promotional video for your product,100,Medium,5,Five,3,Low
5850,Writing & Translation,Cover Letters,write a cover letter showing why youre highly recommended,45,Low,4.9,Four+,10,Low
5851,Video & Animation,3D Product Animation,create commercial 3d product animation video,991,High,5,Five,1,Low
5852,Video & Animation,Visual Effects,color grade your footage as colorist,5,Very Low,4.8,Four+,24,Low
5853,Programming & Tech,Online Coding LessonsNew,teach you theory of computation and automata theory,10,Very Low,5,Five,4,Low
5854,Video & Animation,Spokespersons Videos,create a white screen spokesperson video,30,Low,5,Five,237,Huge
5855,Writing & Translation,Grant Writing,"research and write quality grant proposal, nonprofit, 501c3",30,Low,5,Five,3,Low
5856,Music & Audio,Audiobook ProductionNew,narrate  your audiobook for acx and audible,20,Low,5,Five,1,Low
5857,Programming & Tech,Desktop Applications,convert any idea into a thinkorswim scanner or indicator,100,Medium,5,Five,40,Low
5858,Business,Career Counseling,"coach you to confidence, happiness and success in life",30,Low,5,Five,21,Low
5859,Music & Audio,Producers & Composers,"write, record and produce your original music score",30,Low,5,Five,1,Low
5860,Video & Animation,Game Trailers,create cinematic action game trailer video,15,Low,5,Five,11,Low
5861,Business,Lead Generation,do b2b lead generation and targeted lead generation,15,Low,5,Five,298,Huge
5862,Programming & Tech,Convert Files,"do ebook formatting, ebook format for kindle and epub",5,Very Low,4.9,Four+,202,Huge
5863,Programming & Tech,Development for StreamersNew,setup obs for professional  live stream or recording,5,Very Low,5,Five,7,Low
5864,Music & Audio,Music TranscriptionNew,transcribe your guitar or bass to tab and sheet music,5,Very Low,5,Five,47,Low
5865,Writing & Translation,Case Studies,assist you in any case study,5,Very Low,5,Five,1,Low
5866,Lifestyle,"Health, Nutrition & Fitness",write medical scientific articles of high quality,50,Low,5,Five,4,Low
5867,Video & Animation,Character Animation,"create 3d character animation, model, rig, light and render",300,High,5,Five,78,Moderate
5868,Lifestyle,"Health, Nutrition & Fitness",offer medical imaging services,100,Medium,5,Five,4,Low
5869,Lifestyle,Online Lessons,"solve statistics, calculus, algebra and probability task",5,Very Low,5,Five,4,Low
5870,Business,Data Entry,do excel data entry and web research,25,Low,4.9,Four+,296,Huge
5871,Writing & Translation,Book & eBook Writing,write your short or full length fiction book,100,Medium,5,Five,9,Low
5872,Business,Presentations,make powerpoint presentation and investor pitch deck,200,Medium,4.9,Four+,393,Huge
5873,Programming & Tech,Chatbots,create a new chatbot for you,250,High,5,Five,3,Low
5874,Writing & Translation,Podcast Writing,research and write your podcast or video content for cheap,30,Low,5,Five,13,Low
5875,Lifestyle,Arts & Crafts,design cute greeting cards and wedding invitations,5,Very Low,5,Five,5,Low
5876,Writing & Translation,Product Descriptions,Our studio will create thumb stopping amazon product listings,125,Medium,4.9,Four+,43,Low
5877,Digital Marketing,Web Traffic,send search console trackable organic traffic to increase your google ranking,30,Low,5,Five,27,Low
5878,Writing & Translation,Research & Summaries,research and write about psychology and behavioral sciences,25,Low,4.9,Four+,7,Low
5879,Lifestyle,Family & Genealogy,tell you how to do genealogy and history research in jamaica,10,Very Low,nul,No Star,nul,No Sale
5880,Video & Animation,Short Video Ads,create an amazing commercial from beautiful stock footage,375,High,5,Five,2,Low
5881,Music & Audio,DJ Drops & Tags,"produce podcast, dj drops, radio imaging id spanish",10,Very Low,4.9,Four+,72,Moderate
5882,Writing & Translation,Press Releases,write a compelling media pitch for you,200,Medium,5,Five,4,Low
5883,Business,Data Entry,"provide excellent service in microsoft word, powerpoint, excel or access",20,Low,5,Five,216,Huge
5884,Business,Financial ConsultingNew,"prepare financial model, budget, excel spreadsheet",70,Medium,5,Five,45,Low
5885,Business,Business Consulting,show you a guarantee method to make money online,45,Low,5,Five,3,Low
5886,Video & Animation,Article to VideoNew,convert article to video with voice over,5,Very Low,5,Five,4,Low
5887,Writing & Translation,Beta Reading,be your savvy beta reader for fiction,25,Low,5,Five,270,Huge
5888,Video & Animation,App & Website Previews,create a trendy website and mobile app promo video,15,Low,4.9,Four+,11,Low
5889,Digital Marketing,Domain Research,research your brand domain with free hosting,5,Very Low,5,Five,8,Low
5890,Writing & Translation,Transcripts,do 60 minutes transcription of audio or video to text,25,Low,5,Five,219,Huge
5891,Writing & Translation,Business Names & Slogans,"develop a perfect name for your business, brand or product with logo design",10,Very Low,4.6,Four+,10,Low
5892,Programming & Tech,Development for StreamersNew,set up your twitch page to look professional,5,Very Low,nul,No Star,nul,No Sale
5893,Business,Market Research,do demographic research and analysis,5,Very Low,5,Five,42,Low
5894,Video & Animation,Real Estate Promos,make google earth tour,45,Low,4.9,Four+,21,Low
5895,Business,Project ManagementNew,create a microsoft excel project management dashboard,25,Low,5,Five,9,Low
5896,Writing & Translation,Product Descriptions,write catchy product descriptions,100,Medium,4.8,Four+,179,Huge
5897,Business,Legal Consulting,get you a provisional patent with patent pending status,450,High,4.9,Four+,66,Moderate
5898,Video & Animation,Visual Effects,do color correction and color grading in davinci resolve,50,Low,4.9,Four+,23,Low
5899,Lifestyle,Personal StylistsNew,give you a list of sustainable fashion brands,10,Very Low,5,Five,1,Low
5900,Video & Animation,Book Trailers,produce a cinematic book trailer,30,Low,5,Five,233,Huge
5901,Writing & Translation,Product Descriptions,write SEO product titles and descriptions for shopify,35,Low,5,Five,409,Huge
5902,Programming & Tech,E-Commerce Development,create a high converting shopify dropshipping store or website,355,High,5,Five,255,Huge
5903,Digital Marketing,E-Commerce Marketing,help you create a responsive ecommerce website on shopify,155,Medium,5,Five,4,Low
5904,Writing & Translation,Technical Writing,write your internship report,5,Very Low,4.9,Four+,10,Low
5905,Business,E-Commerce ManagementNew,do winning product research for amazon fba wholesale,25,Low,5,Five,3,Low
5906,Video & Animation,Whiteboard & Animated Explainers,create an animated motion graphics explainer video,190,Medium,5,Five,53,Moderate
5907,Business,Data Entry,be your business assistant for data entry and web research,5,Very Low,4.9,Four+,9,Low
5908,Writing & Translation,Translation,professionally translate your book to spanish or english,10,Very Low,5,Five,98,Moderate
5909,Video & Animation,Article to VideoNew,"convert blog post to video, and video to blog posts",5,Very Low,5,Five,2,Low
5910,Video & Animation,Intros & Outros,"create cinematic trailer,teaser brand promo video for you",60,Medium,4.9,Four+,54,Moderate
5911,Video & Animation,Video Editing,do vfx video effects an video editing,10,Very Low,4.7,Four+,4,Low
5912,Video & Animation,Character Animation,do 3d character animation,125,Medium,5,Five,42,Low
5913,Video & Animation,Visual Effects,"do visual effects fire, water, dust etc require for vfx shot",50,Low,5,Five,3,Low
5914,Music & Audio,Dialogue Editing,"remove background noise, clean up and enhance your audio",10,Very Low,5,Five,190,Huge
5915,Writing & Translation,Podcast Writing,create your podcast show notes,5,Very Low,5,Five,8,Low
5916,Programming & Tech,Databases,be your airtable expert,35,Low,4.9,Four+,50,Low
5917,Music & Audio,Singers & Vocalists,be your male singer and songwriter,100,Medium,5,Five,65,Moderate
5918,Writing & Translation,Legal Writing,be your corporate lawyer for contracts and agreements,20,Low,5,Five,6,Low
5919,Lifestyle,Collectibles,send you more than 200 nail art ideas,5,Very Low,4.8,Four+,26,Low
5920,Business,Lead Generation,"find email address,contact info by web and linkedin research",15,Low,4.9,Four+,241,Huge
5921,Digital Marketing,Domain Research,find high authority expired domain with authority backlinks,5,Very Low,5,Five,24,Low
5922,Music & Audio,Audiobook ProductionNew,read your short story or novel as german voice actor,5,Very Low,5,Five,35,Low
5923,Lifestyle,Astrology & Readings,do a psychic reading over the phone or skype,25,Low,5,Five,110,Moderate
5924,Programming & Tech,WordPress,create online calculator and quiz for wordpress,25,Low,5,Five,18,Low
5925,Digital Marketing,Local SEO,do local SEO to power up google local business maps listing,20,Low,5,Five,265,Huge
5926,Business,Project ManagementNew,"assist you in lean manufacturing assignments,projects",20,Low,5,Five,2,Low
5927,Video & Animation,Animation for Kids,make a 3d animated short film,110,Medium,nul,No Star,nul,No Sale
5928,Video & Animation,eLearning Video ProductionNew,edit your online course videos with in hours,10,Very Low,nul,No Star,nul,No Sale
5929,Programming & Tech,Online Coding LessonsNew,"task related to any computer architecture,mips, assembly",5,Very Low,5,Five,1,Low
5930,Video & Animation,eLearning Video ProductionNew,create the best elearning course for you,250,High,nul,No Star,nul,No Sale
5931,Digital Marketing,Local SEO,create google advanced SEO stack,35,Low,5,Five,151,Huge
5932,Video & Animation,Animation for Kids,do colorful 3d cartoon animation,100,Medium,4.8,Four+,17,Low
5933,Music & Audio,DJ Drops & Tags,"record your dj drops, radio imaging or introductions",15,Low,5,Five,54,Moderate
5934,Business,Presentations,create amazing pitch deck for your business,30,Low,4.4,Four+,21,Low
5935,Lifestyle,Family & Genealogy,be your best friend,5,Very Low,nul,No Star,nul,No Sale
5936,Programming & Tech,Online Coding LessonsNew,teach html and css programming fundamentals,25,Low,5,Five,4,Low
5937,Writing & Translation,Technical Writing,"write technical article, research report and blog post",15,Low,5,Five,8,Low
5938,Video & Animation,Logo Animation,create custom 2d or 3d logo animation,70,Medium,5,Five,7,Low
5939,Music & Audio,DJ Drops & Tags,produce dj drops with the worlds top voice in the industry,40,Low,5,Five,7,Low
5940,Lifestyle,Craft Lessons,share with you six fabulous nails tutorials,5,Very Low,nul,No Star,nul,No Sale
5941,Lifestyle,"Health, Nutrition & Fitness",give you a bodyweight workout plan,5,Very Low,4.9,Four+,65,Moderate
5942,Music & Audio,DJ Drops & Tags,"record dj drops, narration or voice over today",10,Very Low,5,Five,323,Huge
5943,Programming & Tech,Web Programming,be your AWS professional engineer,10,Very Low,5,Five,15,Low
5944,Writing & Translation,Resume Writing,"write you a modern, millennial resume",185,Medium,5,Five,66,Moderate
5945,Writing & Translation,Social Media Copy,make custom social media content calendar in 24 hours,15,Low,4.8,Four+,31,Low
5946,Programming & Tech,Databases,be your airtable expert and consultant,20,Low,5,Five,46,Low
5947,Programming & Tech,Desktop Applications,"code java, cpp, csharp, vb, asp dot net mvc, api and sql db",10,Very Low,5,Five,3,Low
5948,Lifestyle,Traveling,answer any questions about ecuador and help you plan a trip,5,Very Low,4.7,Four+,2,Low
5949,Business,Flyer Distribution,design anything sticker product,10,Very Low,5,Five,1,Low
5950,Business,Career Counseling,provide the best mock job interview practice and feedback to get hired,50,Low,5,Five,12,Low
5951,Video & Animation,Lyric & Music Videos,create a lyric video,50,Low,5,Five,640,Huge
5952,Lifestyle,Spiritual & Healing,heal your inner child to boost confidence,10,Very Low,4.9,Four+,239,Huge
5953,Writing & Translation,Creative Writing,write your ultimate harry potter fan fiction,20,Low,4.9,Four+,3,Low
5954,Video & Animation,Animation for Kids,create kids animation for you,25,Low,5,Five,65,Moderate
5955,Video & Animation,App & Website Previews,create whiteboard animation 2d explainer video,30,Low,5,Five,1,Low
5956,Digital Marketing,Music Promotion,set up your vevo channel and publish your music videos,60,Medium,4.8,Four+,31,Low
5957,Lifestyle,"Health, Nutrition & Fitness",create unique recipes with food photography,10,Very Low,5,Five,27,Low
5958,Video & Animation,Whiteboard & Animated Explainers,produce a customized explainer video or animated video,400,High,4.9,Four+,1k+,Huge
5959,Writing & Translation,Cover Letters,write your professional german cover letter or motivation letter,15,Low,4.9,Four+,114,Moderate
5960,Lifestyle,Family & Genealogy,determine if you are eligible for italian citizenship,40,Low,5,Five,15,Low
5961,Video & Animation,Video Editing,create 7 three hour meditation videos for your channel,210,High,5,Five,13,Low
5962,Music & Audio,Audiobook ProductionNew,narrate and produce audio,305,High,nul,No Star,nul,No Sale
5963,Writing & Translation,Sales Copy,write high converting sales copy for landing pages,75,Medium,5,Five,6,Low
5964,Music & Audio,Audio Ads ProductionNew,record a professional american female voice,15,Low,5,Five,3,Low
5965,Music & Audio,SongwritersNew,ghostwrite your hip hop or rap song on any music,75,Medium,5,Five,399,Huge
5966,Lifestyle,Traveling,do anything related to Greece for you,5,Very Low,5,Five,7,Low
5967,Business,Career Counseling,help you prepare for an interview,25,Low,5,Five,13,Low
5968,Programming & Tech,Cybersecurity & Data ProtectionNew,provide you with expert cybersecurity consulting,190,Medium,nul,No Star,nul,No Sale
5969,Lifestyle,Family & Genealogy,be your genealogist and research your ancestry,10,Very Low,4.8,Four+,8,Low
5970,Writing & Translation,Articles & Blog Posts,write compelling articles and blog posts,100,Medium,5,Five,175,Huge
5971,Programming & Tech,Website Builders & CMS,create a stunning responsive website using webflow,350,High,4.8,Four+,8,Low
5972,Writing & Translation,Legal Writing,prepare efficient and organized contracts and agreements,25,Low,nul,No Star,nul,No Sale
5973,Programming & Tech,Convert Files,convert PDF to excel or csv,5,Very Low,4.9,Four+,220,Huge
5974,Lifestyle,Viral Videos,professionally dance choreography your song,20,Low,5,Five,10,Low
5975,Writing & Translation,Book & eBook Writing,write or edit a history based fictional story for you,5,Very Low,5,Five,7,Low
5976,Writing & Translation,Business Names & Slogans,give you the perfect brand name in english,20,Low,5,Five,2,Low
5977,Writing & Translation,Grant Writing,research and identify eligible grant funding for your nonprofit organization,175,Medium,5,Five,9,Low
5978,Music & Audio,Audio Ads ProductionNew,do amazing professional voice over female artists works,50,Low,2.3,Four+,1,Low
5979,Video & Animation,Whiteboard & Animated Explainers,create custom animated explainer video,150,Medium,4.8,Four+,85,Moderate
5980,Music & Audio,Singers & Vocalists,"be your singer, songwriter, composer",25,Low,4.9,Four+,10,Low
5981,Video & Animation,App & Website Previews,create an engaging mobile app promo video,25,Low,5,Five,2,Low
5982,Video & Animation,Short Video Ads,create eye catching ads for your business,50,Low,5,Five,177,Huge
5983,Lifestyle,Greeting Cards & Videos,talk about anything with you,5,Very Low,5,Five,7,Low
5984,Writing & Translation,Press Releases,"proofread, edit, and distribute your press release",135,Medium,5,Five,90,Moderate
5985,Business,Project ManagementNew,create an editable gantt chart in ms excel,10,Very Low,5,Five,15,Low
5986,Programming & Tech,User Testing,review your website user experience and suggest improvements,10,Very Low,5,Five,9,Low
5987,Video & Animation,3D Product Animation,render best HD realistic architectural 3d animation,110,Medium,5,Five,212,Huge
5988,Writing & Translation,Legal Writing,"help write, draw, and file a provisional patent application for you in a day",500,High,5,Five,5,Low
5989,Writing & Translation,Research & Summaries,do all blackboard work for you,20,Low,5,Five,5,Low
5990,Business,Market Research,deliver excellent market research,245,High,5,Five,5,Low
5991,Video & Animation,Video Editing,edit your footage to a professional video ad,220,High,5,Five,3,Low
5992,Music & Audio,Producers & Composers,compose super realistic orchestral soundtrack music,40,Low,5,Five,93,Moderate
5993,Digital Marketing,E-Commerce Marketing,design customize woocommerce transactional emails,5,Very Low,nul,No Star,nul,No Sale
5994,Business,E-Commerce ManagementNew,source product and supplier for your ecommerce business,15,Low,4.8,Four+,9,Low
5995,Writing & Translation,LinkedIn Profiles,professional resume within 24 hours or less,5,Very Low,5,Five,1,Low
5996,Writing & Translation,Website Content,write brand defining website content,160,Medium,5,Five,1,Low
5997,Music & Audio,Mixing & Mastering,"mix and master your urban, hiphop, rap or solo singer song",150,Medium,5,Five,6,Low
5998,Writing & Translation,Transcripts,transcribe podcast of audio or video transcript,5,Very Low,4.9,Four+,254,Huge
5999,Business,Branding Services,setup a web hosting company with a reseller account,60,Medium,5,Five,9,Low
6000,Business,E-Commerce ManagementNew,remove fbm and fba amazon hijackers from your listings,130,Medium,5,Five,10,Low
6001,Video & Animation,Short Video Ads,"create commercial sales video,promotional marketing video ad",15,Low,4.9,Four+,42,Low
6002,Business,Flyer Distribution,print water labels sticker waterproof,30,Low,5,Five,4,Low
6003,Video & Animation,Live Action Explainers,create a stunning amazon or shopify product video,1251,High,5,Five,7,Low
6004,Digital Marketing,E-Commerce Marketing,post ebc a plus content to your listing to increase your amazon sales,90,Medium,5,Five,44,Low
6005,Writing & Translation,Press Releases,offer as seen on fox nbc cbs abc service,105,Medium,5,Five,57,Moderate
6006,Music & Audio,Audiobook ProductionNew,narrate your audiobook for acx audible british accent  audio book recording,15,Low,5,Five,23,Low
6007,Lifestyle,Gaming,concept a game for you,25,Low,5,Five,57,Moderate
6008,Video & Animation,Animation for Kids,make glitter pages drawing video kids for your channel,5,Very Low,4.9,Four+,10,Low
6009,Business,Career Counseling,search and apply for 40 jobs on your behalf,25,Low,4.9,Four+,5,Low
6010,Video & Animation,Article to VideoNew,"convert blog post, article, script to inspiring HD video",5,Very Low,5,Five,1,Low
6011,Video & Animation,Animation for Streamers,create awesome custom animated twitch complete package,45,Low,4.6,Four+,8,Low
6012,Lifestyle,Traveling,plan the ultimate travel itinerary and guide for your trip,45,Low,5,Five,2,Low
6013,Lifestyle,Gaming,play and help you with anything in adopt me,5,Very Low,5,Five,9,Low
6014,Programming & Tech,Databases,"design your oracle database, er diagram,sql mysql queries java and python task",5,Very Low,5,Five,13,Low
6015,Business,Data Entry,"make bank reconciliation, bank statements PDF to excel word",20,Low,5,Five,12,Low
6016,Digital Marketing,Music Promotion,air your music video on MTV,200,Medium,5,Five,31,Low
6017,Programming & Tech,Chatbots,"develop zobot, chatbot in zoho salesiq for your website",40,Low,5,Five,10,Low
6018,Digital Marketing,Mobile Marketing & Advertising,do great aso description friendly for apps and games on top keywords research,5,Very Low,5,Five,1,Low
6019,Writing & Translation,Email Copy,write saas onboarding emails,75,Medium,4.9,Four+,27,Low
6020,Programming & Tech,Chatbots,create many chat bot for your amazon seller account,20,Low,5,Five,7,Low
6021,Music & Audio,Audio Ads ProductionNew,voice an impersonation of jigsaw the famous serial killer,5,Very Low,5,Five,6,Low
