"","category","amount","gender","city","state","fraud","age"
"403025","kids_pets",10.5,"F","East Canaan","CT","0",33
"403046","kids_pets",56.6,"M","Tower Hill","IL","0",40
"403128","personal_care",31.64,"M","Cleveland","AL","0",43
"403172","misc_pos",6.75,"F","Logan","IL","0",44
"403272","kids_pets",41.58,"M","Hewitt","WI","0",29
"403324","kids_pets",23.86,"F","Bay Minette","AL","0",91
"403417","gas_transport",42.27,"F","Creola","OH","0",41
"403460","misc_pos",1.32,"M","Columbia","SC","0",52
"403536","gas_transport",77.3,"M","Oconto Falls","WI","0",45
"403630","shopping_pos",124.35,"M","Alder","MT","0",31
"403672","gas_transport",51.79,"F","Girard","GA","0",70
"403839","grocery_pos",273.77,"F","Ridgeland","MS","1",54
"403979","grocery_pos",226.56,"F","Wilmington","NC","0",37
"404308","shopping_pos",5.89,"M","Espanola","NM","0",48
"404339","home",13.79,"F","Whaleyville","MD","0",35
"404908","personal_care",23.69,"F","Roosevelt","OK","0",50
"405063","food_dining",46.59,"F","Manistique","MI","0",41
"405082","home",82.64,"M","Brooklin","ME","0",46
"405197","misc_net",3.23,"M","Glendale","CA","0",38
"405275","misc_pos",47.37,"F","American Fork","UT","0",28
"405371","gas_transport",46.92,"F","O Brien","TX","0",37
"405461","grocery_pos",110.73,"F","North Prairie","WI","0",78
"405584","gas_transport",77.1,"F","Delhi","LA","0",56
"405688","grocery_net",36.33,"M","Sachse","TX","0",35
"405786","misc_pos",16,"F","Hurricane","WV","0",40
"405933","home",66.83,"M","Oaks","PA","0",33
"406123","shopping_net",8.6,"F","Bagley","WI","0",46
"406125","shopping_pos",2.41,"M","Key West","FL","0",33
"406348","food_dining",72.47,"M","Haw River","NC","0",36
"406395","shopping_pos",6.27,"M","Highland","IN","0",38
"406399","kids_pets",4.11,"M","Princeton","IA","0",63
"406443","shopping_net",6.86,"F","Preston","CT","0",43
"406492","kids_pets",2.26,"M","Dieterich","IL","0",58
"406630","misc_net",8.09,"F","San Jose","CA","0",23
"406769","home",29.82,"F","Mulberry Grove","IL","0",46
"407132","shopping_net",7.16,"M","Carlisle","IN","0",82
"407145","misc_pos",39.16,"M","Tuscarora","MD","0",41
"407439","grocery_pos",157.42,"F","Tomales","CA","0",66
"407530","shopping_net",82.01,"M","Manderson","SD","0",40
"407581","food_dining",148.89,"M","Grantham","NH","0",72
"407952","shopping_pos",2.82,"M","South Londonderry","VT","0",63
"407967","shopping_pos",4.19,"M","Paulding","OH","0",84
"408172","home",40.52,"M","De Lancey","NY","0",20
"408479","food_dining",78.93,"F","Colorado Springs","CO","0",28
"408550","food_dining",58.52,"M","Cardwell","MO","0",63
"408706","health_fitness",8.95,"M","Westport","KY","0",24
"408783","personal_care",1.03,"F","Issaquah","WA","0",36
"408875","food_dining",94.85,"F","Phenix City","AL","0",36
"408879","health_fitness",56.25,"M","Corriganville","MD","0",60
"408892","food_dining",35.4,"M","Fayetteville","NC","0",27
"409022","food_dining",79.64,"M","Scarborough","ME","0",87
"409151","food_dining",69.92,"M","Amsterdam","OH","0",59
"409319","kids_pets",71.32,"F","Manistique","MI","0",41
"409445","health_fitness",50.81,"M","Gretna","LA","0",48
"409550","home",42.16,"M","North Brookfield","MA","0",34
"409736","misc_pos",34.73,"M","Clune","PA","0",42
"410045","gas_transport",47.7,"F","Thomas","WV","0",39
"410100","entertainment",17.71,"F","Hawley","MN","0",71
"410179","shopping_pos",142.64,"M","Egan","LA","0",48
"410478","gas_transport",67.05,"M","Birmingham","AL","0",40
"410523","gas_transport",68.06,"M","Avera","GA","0",34
"410573","shopping_net",8.24,"F","Cape Coral","FL","0",52
"410668","gas_transport",63.04,"M","Westport","KY","0",24
"410734","gas_transport",37.85,"M","Mallie","KY","0",94
"410985","shopping_pos",8.65,"M","North Augusta","SC","0",78
"411297","misc_net",105.09,"F","Westerville","NE","0",85
"411303","grocery_net",32.8,"F","Lowville","NY","0",29
"411452","grocery_pos",186.89,"F","Munith","MI","0",32
"411472","gas_transport",60.81,"M","Detroit","MI","0",37
"411497","misc_pos",7.04,"M","Lohrville","IA","0",66
"411540","gas_transport",45.29,"F","Noonan","ND","0",52
"411658","gas_transport",71.31,"M","West Hartford","VT","0",31
"411676","entertainment",1.92,"M","Stoneham","MA","0",56
"411717","gas_transport",60.82,"F","Brunson","SC","0",46
"411959","grocery_pos",104.24,"F","Brownville","NY","0",62
"411962","misc_net",1.41,"M","June Lake","CA","0",93
"412054","grocery_net",27.13,"M","Lima","OH","0",28
"412098","misc_net",8.91,"F","Montrose","NY","0",60
"412142","kids_pets",50.68,"M","Murfreesboro","TN","0",42
"412217","misc_net",12.24,"F","Armagh","PA","0",48
"412536","misc_pos",5.19,"F","Creola","OH","0",41
"412612","personal_care",171.93,"F","Corona","CA","0",54
"412756","personal_care",6.9,"F","Mansfield","OH","0",52
"412802","entertainment",316.09,"F","Newhall","CA","0",49
"412950","health_fitness",48.76,"F","Walnut Ridge","AR","0",43
"412970","misc_pos",213.64,"F","Norman","AR","0",21
"413205","food_dining",122.91,"F","Keisterville","PA","0",75
"413378","health_fitness",130.43,"F","Napa","CA","0",35
"413391","misc_pos",5.36,"M","Huntsville","AL","0",47
"413399","travel",1.75,"F","Brantley","AL","0",62
"413478","shopping_net",7.94,"F","Plainfield","NJ","0",46
"413874","personal_care",9.51,"M","Hawthorne","CA","0",25
"413976","food_dining",5.14,"M","Ballwin","MO","0",19
"414275","kids_pets",78.64,"F","Thrall","TX","0",44
"414368","home",14.29,"F","Tulsa","OK","0",52
"414389","home",80.5,"M","Mayersville","MS","0",41
"414482","personal_care",83.3,"M","Lamberton","MN","0",27
"414510","kids_pets",54.77,"F","Holcomb","KS","0",27
"414550","food_dining",62.73,"M","Boonton","NJ","0",27
"414997","entertainment",50.82,"F","Altonah","UT","0",30
"415028","kids_pets",8.57,"F","Wheaton","MO","0",35
"415033","shopping_pos",199.34,"F","Scotia","SC","0",47
"415087","misc_pos",13.14,"M","Birmingham","AL","0",40
"415164","kids_pets",27.16,"M","Sacramento","CA","0",41
"415291","shopping_net",7.4,"F","Meridian","TX","0",50
"415318","shopping_pos",1.38,"M","San Antonio","TX","0",25
"415633","health_fitness",8.14,"M","Hatch","UT","0",59
"415657","home",34.77,"F","Houston","TX","0",36
"415743","kids_pets",50.75,"F","Ranier","MN","0",20
"416046","food_dining",33.91,"M","Sacramento","CA","0",41
"416108","kids_pets",51.29,"M","Graniteville","VT","0",27
"416205","grocery_net",9.75,"M","Fulton","OH","0",15
"416250","gas_transport",46.21,"F","Keisterville","PA","0",75
"416336","grocery_net",53.38,"F","Joliet","IL","0",28
"416384","shopping_pos",124.39,"M","Atlantic","VA","0",34
"416404","shopping_net",7.79,"M","Wales","AK","0",81
"416744","misc_net",399.19,"F","New York City","NY","0",39
"416879","shopping_net",1.02,"F","Louisville","KY","0",59
"416900","gas_transport",62.7,"F","Jones","AL","0",49
"417180","misc_pos",28.4,"M","Ravenna","NE","0",46
"417193","grocery_net",78,"F","Grover","NC","0",47
"417196","entertainment",437,"M","Lubbock","TX","0",68
"417490","shopping_net",8.09,"F","Coleharbor","ND","0",90
"417640","entertainment",43.9,"F","Putnam","IL","0",58
"417731","grocery_pos",119.64,"M","Roseland","NE","0",72
"417785","grocery_pos",104.4,"F","Stayton","OR","0",52
"417853","shopping_pos",1.15,"M","Utica","KS","0",58
"418152","gas_transport",90.69,"F","Fullerton","NE","0",47
"418333","grocery_pos",114.76,"F","Campbell","NE","0",80
"418343","shopping_net",99.09,"M","Elkhart","IA","0",46
"418358","grocery_net",39.92,"M","Tyaskin","MD","0",55
"418512","food_dining",57.71,"F","Darien","GA","0",53
"418538","grocery_net",105.96,"F","Tampa","FL","0",54
"418674","entertainment",17.05,"F","Elberta","MI","0",25
"418772","food_dining",98.21,"F","Colton","WA","0",77
"419136","home",6.82,"M","Roseland","NE","0",72
"419177","misc_pos",46.98,"F","Scotland","MD","0",44
"419235","kids_pets",31.23,"F","Milford","OH","0",24
"419512","kids_pets",51.81,"F","Red River","NM","0",32
"419576","grocery_pos",51.33,"F","Beaver Falls","PA","0",20
"419600","entertainment",71.93,"M","Fenelton","PA","0",44
"419610","food_dining",9.03,"F","Ranier","MN","0",20
"419616","kids_pets",72.82,"M","Dieterich","IL","0",58
"419835","home",105.66,"F","Jermyn","PA","0",39
"419870","home",1.13,"M","Port Costa","CA","0",61
"419885","misc_net",77.55,"M","Murrayville","IL","0",17
"420040","health_fitness",10.54,"M","Sula","MT","0",25
"420048","home",60.87,"M","Muskegon","MI","0",25
"420261","health_fitness",5.87,"F","Red River","NM","0",32
"420309","travel",3.92,"F","Hedrick","IA","0",21
"420349","entertainment",112.4,"F","Hooper","NE","0",47
"420465","home",81.43,"F","Tomales","CA","0",66
"420840","shopping_net",5.75,"F","American Fork","UT","0",28
"420900","travel",4.93,"M","Springfield","GA","0",51
"421090","shopping_pos",1.88,"F","Topeka","KS","0",16
"421127","personal_care",3.99,"F","Montrose","NY","0",60
"421143","shopping_pos",1.42,"M","Naples","FL","0",41
"421147","home",13.55,"M","Hatch","UT","0",59
"421264","home",67.62,"F","Superior","AZ","0",33
"421272","health_fitness",55.25,"F","Winter","WI","0",55
"421414","shopping_pos",98.48,"M","Thida","AR","0",20
"421765","health_fitness",74.68,"M","Christine","ND","0",29
"421777","entertainment",92.52,"F","Wilmington","NC","0",37
"421800","kids_pets",8.47,"F","Bagley","WI","0",46
"421820","health_fitness",11.65,"F","Phoenix","AZ","0",39
"421824","personal_care",42.86,"F","East Andover","ME","0",50
"421919","shopping_net",669.95,"F","Bethel","OH","0",35
"421951","personal_care",78.94,"F","Saint Amant","LA","0",43
"421975","kids_pets",39.24,"F","Gibsonville","NC","0",86
"422040","shopping_pos",3.35,"F","Jelm","WY","0",46
"422180","health_fitness",243.18,"F","Mifflin","PA","0",66
"422384","kids_pets",29.94,"F","Mountain Park","OK","0",37
"422584","entertainment",31.16,"F","Mount Morris","NY","0",62
"422833","misc_pos",1.03,"F","Hinckley","OH","0",32
"422932","shopping_net",3.14,"F","Keisterville","PA","0",75
"422984","gas_transport",52.4,"F","Grassflat","PA","0",64
"422992","shopping_net",18.23,"F","Darien","GA","0",53
"423115","misc_pos",3.1,"M","Seneca","WI","0",58
"423154","misc_pos",76.32,"M","Fairview","NJ","0",53
"423229","shopping_pos",2.65,"M","Princeton","IA","0",63
"423551","grocery_pos",54.63,"M","Cedar","MI","0",45
"423723","personal_care",2.3,"M","Oxford","MI","0",60
"423741","kids_pets",3.11,"M","Holliday","TX","0",56
"423761","shopping_pos",342.31,"F","Plainfield","NJ","0",46
"423835","shopping_net",143.7,"F","Sherman","TX","0",50
"423911","travel",8.65,"F","Barnard","SD","0",51
"424040","home",78.91,"M","Bridger","MT","0",42
"424187","travel",2.35,"M","Huntsville","AL","0",47
"424515","home",6.01,"F","Armagh","PA","0",48
"424639","health_fitness",45.3,"M","Seneca","WI","0",58
"424745","home",41.12,"F","Mansfield","OH","0",52
"424761","entertainment",81.84,"M","Saint Bonaventure","NY","0",46
"424910","kids_pets",86.37,"M","Port Costa","CA","0",61
"424917","home",14.05,"F","Cowlesville","NY","0",37
"424979","shopping_pos",4.22,"F","Lakeland","FL","0",41
"425061","food_dining",17.89,"F","De Soto","KS","0",42
"425065","food_dining",44.84,"F","Sherman","TX","0",50
"425112","personal_care",22.29,"F","Edisto Island","SC","0",23
"425224","personal_care",29.53,"M","Ashfield","MA","0",60
"425265","entertainment",3.09,"F","Ruidoso","NM","0",20
"425281","travel",4.65,"M","Naples","FL","0",41
"425358","personal_care",5.74,"M","Parsonsfield","ME","0",64
"425390","grocery_pos",115.41,"F","Armagh","PA","0",48
"425409","shopping_net",81.8,"M","Schaefferstown","PA","0",38
"425439","shopping_net",13.79,"M","Port Ewen","NY","0",54
"425465","gas_transport",57.01,"F","Manor","PA","0",79
"425525","grocery_net",41.82,"F","Greendale","WI","0",39
"425575","entertainment",43.95,"F","Marietta","SC","0",86
"425664","grocery_pos",142.54,"M","Rockwood","PA","0",44
"425695","misc_net",585.03,"M","Laredo","TX","0",49
"425785","gas_transport",72.19,"F","Hopkins","SC","0",71
"425893","grocery_net",44.83,"F","Loami","IL","0",29
"426108","grocery_pos",101.35,"M","Pembroke","NC","0",65
"426120","entertainment",7.1,"M","East Rochester","NY","0",92
"426144","shopping_pos",8.11,"M","Hatch","UT","0",59
"426179","gas_transport",100.89,"M","Greenville","OH","0",49
"426198","gas_transport",67.19,"F","Garrattsville","NY","0",75
"426827","food_dining",19.15,"F","Marathon","TX","0",30
"426859","shopping_pos",7.44,"M","Heidelberg","MS","0",32
"427258","misc_pos",3.22,"M","Romulus","MI","0",49
"427289","home",93.62,"M","Mayersville","MS","0",41
"427306","shopping_pos",32.62,"F","Falls Church","VA","0",37
"427433","shopping_net",2.12,"F","Roosevelt","OK","0",50
"427510","entertainment",74.13,"M","Harper","TX","0",27
"427715","food_dining",70.27,"F","Coleharbor","ND","0",90
"427738","kids_pets",33.46,"F","Ranier","MN","0",20
"427844","entertainment",10.1,"M","Amorita","OK","0",62
"427963","home",123.19,"F","Henderson","WV","0",74
"428030","personal_care",65.76,"M","Emmons","MN","0",52
"428033","health_fitness",72.56,"M","Saint Bonaventure","NY","0",46
"428157","personal_care",3.98,"M","Detroit","MI","0",37
"428303","entertainment",102.3,"M","Luray","MO","0",54
"428477","home",67.19,"M","Summerfield","TX","0",28
"428521","kids_pets",76.36,"M","Minneapolis","MN","0",44
"428579","kids_pets",20.02,"M","Moores Hill","IN","0",51
"428603","health_fitness",6.79,"F","Atglen","PA","0",92
"428687","gas_transport",55.37,"F","Irvine","PA","0",48
"428703","grocery_pos",153.57,"F","Tomales","CA","0",66
"428800","grocery_net",26.98,"M","Saint Petersburg","FL","0",31
"428935","grocery_pos",39.58,"M","Laredo","TX","0",49
"429049","entertainment",103.7,"M","Timberville","VA","0",58
"429050","shopping_net",268.97,"F","Mount Morris","NY","0",62
"429154","shopping_pos",154.4,"F","Allenhurst","NJ","0",85
"429747","grocery_pos",55.2,"M","Johns Island","SC","0",23
"429776","misc_pos",77.71,"F","Saint Amant","LA","0",43
"429814","grocery_net",33.48,"F","Fort Myers","FL","0",35
"429818","misc_net",27.63,"F","Rhame","ND","0",65
"429827","shopping_pos",4.22,"M","Bolton","NC","0",75
"429853","misc_net",115.13,"F","Breesport","NY","0",29
"430076","grocery_pos",96.7,"F","Plantersville","AL","0",50
"430160","health_fitness",74.31,"M","Shelter Island","NY","0",36
"430170","home",68.21,"F","Bailey","NC","0",58
"430317","travel",3.88,"F","Mendon","UT","0",57
"430428","travel",445.04,"M","Bridger","MT","0",42
"430443","food_dining",66.86,"M","Manley","NE","0",53
"430608","shopping_pos",375.4,"F","Hurricane","WV","0",40
"430689","kids_pets",4.03,"F","Carlotta","CA","0",69
"430716","food_dining",36.9,"F","Meredith","CO","0",81
"430831","personal_care",13.61,"F","Reynolds","ND","0",26
"431217","home",80.81,"M","Wilmette","IL","0",34
"431291","kids_pets",19.22,"M","Bronx","NY","0",30
"431341","kids_pets",40.63,"M","Apison","TN","0",29
"431360","misc_pos",7.74,"F","Moro","IL","0",48
"431374","kids_pets",105.63,"M","Kensington","MD","0",44
"431399","health_fitness",175.17,"F","Centerview","MO","0",31
"431421","personal_care",33.9,"M","Waukesha","WI","0",74
"431659","kids_pets",22.03,"F","Armagh","PA","0",48
"431720","travel",7.57,"M","Belmond","IA","0",56
"431795","food_dining",199.72,"M","Shrewsbury","MA","0",45
"431843","entertainment",99.75,"F","Sheffield","MA","0",47
"431930","home",69.01,"M","Graniteville","VT","0",27
"431996","entertainment",82.98,"F","Logan","IL","0",44
"432014","food_dining",89.37,"M","Columbia","SC","0",52
"432070","shopping_net",1.76,"F","Wetmore","MI","0",48
"432078","entertainment",4.98,"M","Seneca","WI","0",58
"432123","home",46.78,"F","Wilmington","NC","0",37
"432163","health_fitness",49.48,"M","Huntsville","AL","0",47
"432206","entertainment",70.57,"M","Fort Washakie","WY","0",44
"432273","kids_pets",60.63,"M","Huntsville","AL","0",47
"432367","shopping_pos",17.19,"F","San Angelo","TX","0",58
"432439","misc_net",1.12,"M","Riverton","WY","0",27
"432455","shopping_pos",3.79,"F","Steuben","ME","0",61
"432618","gas_transport",64.75,"F","Wheaton","MO","0",35
"432632","grocery_pos",84.12,"F","Gibsonville","NC","0",86
"432680","gas_transport",43.71,"F","Brunson","SC","0",46
"432824","grocery_pos",128.58,"M","Belmond","IA","0",56
"433163","shopping_pos",2.84,"F","Coleman","TX","0",58
"433347","misc_net",26.35,"F","Texarkana","AR","0",35
"433480","gas_transport",74.95,"M","Canton","OH","0",57
"433509","shopping_net",8.62,"F","Falls City","TX","0",53
"433577","misc_pos",36.14,"M","Orr","MN","0",44
"433592","misc_pos",36.38,"M","Montandon","PA","0",46
"433706","grocery_pos",41.87,"M","Washoe Valley","NV","0",31
"433779","misc_net",65.16,"M","Dalton","WI","0",53
"433923","home",8.72,"M","Bronx","NY","0",30
"434076","health_fitness",72.28,"M","Collettsville","NC","0",32
"434245","shopping_net",127.62,"F","Jermyn","PA","0",39
"434359","home",24.03,"F","Randolph","MN","0",41
"434383","kids_pets",63.08,"M","Saint Bonaventure","NY","0",46
"434458","home",16.05,"M","Indianapolis","IN","0",33
"434554","shopping_pos",3.66,"F","Esbon","KS","0",33
"434621","home",17.52,"F","Oolitic","IN","0",29
"434789","travel",3.68,"M","Winfield","WV","0",40
"434915","kids_pets",12.62,"F","Coleharbor","ND","0",90
"434932","food_dining",68.98,"M","Bolton","NC","0",75
"434989","health_fitness",44.9,"M","Stillwater","OK","0",72
"434997","kids_pets",69.48,"M","Greenville","OH","0",49
"435077","food_dining",208.13,"F","Port Gibson","NY","0",58
"435520","kids_pets",97.63,"F","Eureka","IL","0",75
"435529","personal_care",58.65,"F","Grassflat","PA","0",64
"435544","entertainment",6.71,"F","Blooming Grove","TX","0",42
"435628","misc_pos",3.98,"F","Bradley","SC","0",36
"435812","entertainment",79.3,"M","Summerfield","TX","0",28
"435836","personal_care",76.65,"F","Vanderbilt","PA","0",33
"436040","shopping_pos",502.26,"F","Ronceverte","WV","0",29
"436050","kids_pets",5.39,"M","Freedom","WY","0",53
"436097","kids_pets",193.68,"F","Alpharetta","GA","0",23
"436404","grocery_net",28.03,"M","Hovland","MN","0",19
"436439","gas_transport",52.65,"F","Naples","FL","0",70
"436529","grocery_pos",59.72,"M","Newberg","OR","0",43
"436533","shopping_net",8.94,"F","Gregory","AR","0",62
"436605","grocery_pos",203.54,"F","Albuquerque","NM","0",44
"436662","shopping_pos",806.16,"M","Huslia","AK","0",55
"436887","misc_net",9.25,"M","Marienville","PA","0",58
"436891","shopping_net",1.6,"F","Browning","MO","0",66
"436954","gas_transport",89.61,"F","Dexter","KS","0",62
"436989","entertainment",138.47,"F","Santa Monica","CA","0",59
"437004","grocery_net",22.52,"M","Key West","FL","0",33
"437058","shopping_net",6.97,"F","Winger","MN","0",54
"437267","grocery_pos",108.32,"F","Keisterville","PA","0",75
"437270","gas_transport",50.9,"F","Uledi","PA","0",37
"437301","misc_pos",8.8,"M","South Richmond Hill","NY","0",83
"437423","gas_transport",77.59,"M","Big Indian","NY","0",89
"437437","gas_transport",75.1,"F","Winter","WI","0",55
"437512","gas_transport",75.45,"M","Lonsdale","MN","0",33
"437614","gas_transport",62.64,"M","Reno","NV","0",23
"437646","shopping_pos",2.95,"M","North Augusta","SC","0",78
"437664","gas_transport",69.03,"M","Norman","AR","0",54
"437988","misc_pos",5.2,"M","Grantham","NH","0",72
"438194","grocery_pos",196.94,"F","Juliette","GA","0",30
"438279","travel",4.66,"F","Naples","FL","0",86
"438310","travel",5421.72,"M","Stillwater","OK","0",72
"438317","personal_care",1.79,"F","Burrton","KS","0",23
"438320","kids_pets",48.87,"M","Premier","WV","0",34
"438491","health_fitness",103.44,"F","Barnard","SD","0",51
"438494","travel",1.98,"M","Wales","AK","0",81
"438606","health_fitness",81.81,"F","Meredith","CO","0",81
"438631","personal_care",9.1,"M","Minneapolis","MN","0",44
"438908","home",68.7,"F","Halstad","MN","0",48
"439090","shopping_pos",4.68,"F","Tomahawk","WI","0",23
"439136","entertainment",75.14,"M","Carroll","NE","0",45
"439257","shopping_pos",5.98,"F","Centerview","MO","0",31
"439334","home",129.76,"F","Sherman","TX","0",50
"439359","misc_pos",4.05,"F","Hinesburg","VT","0",22
"439456","shopping_pos",1.47,"F","Baton Rouge","LA","0",43
"439637","home",9.01,"F","Coleharbor","ND","0",90
"439765","home",46.29,"F","Shenandoah Junction","WV","0",54
"440164","shopping_pos",6.27,"F","Valdosta","GA","0",33
"440183","entertainment",10.07,"M","Marion","CT","0",58
"440242","food_dining",93.45,"F","Brandon","FL","0",42
"440255","food_dining",55.7,"M","Fort Washakie","WY","0",44
"440265","personal_care",7.79,"M","Utica","KS","0",58
"440316","food_dining",58.02,"M","West Hartford","VT","0",31
"440393","food_dining",27.96,"M","Princeton","IA","0",63
"440564","entertainment",29.28,"M","Elizabeth","NJ","0",40
"440648","kids_pets",10.54,"F","Holcomb","KS","0",27
"440710","shopping_pos",728.18,"F","Nobleboro","ME","0",44
"440924","home",80.19,"F","Mulberry Grove","IL","0",46
"440988","kids_pets",8.82,"F","Joliet","IL","0",28
"441127","personal_care",35.26,"F","Randolph","OH","0",60
"441283","shopping_net",1.95,"F","Brunson","SC","0",46
"441337","kids_pets",95.33,"F","Waupaca","WI","0",84
"441351","misc_pos",6.13,"M","Glade Spring","VA","0",33
"441571","gas_transport",53.98,"F","East Andover","ME","0",50
"441659","shopping_net",7.16,"F","North Prairie","WI","0",78
"441666","gas_transport",66.44,"F","Milford","OH","0",24
"441689","gas_transport",49.36,"M","Moriarty","NM","0",32
"441730","grocery_pos",97.44,"M","Rumely","MI","0",30
"441932","entertainment",35.02,"F","Pomona","NY","0",58
"442077","food_dining",62.08,"F","Meadville","MS","0",59
"442200","misc_pos",1.02,"F","Mound City","MO","0",67
"442228","grocery_pos",107.25,"M","Heidelberg","MS","0",32
"442343","misc_pos",324.12,"F","Sun City","CA","0",48
"442438","grocery_pos",71.04,"M","Springfield","GA","0",51
"442456","grocery_net",80.33,"M","Ruckersville","VA","0",45
"442502","misc_pos",2.96,"F","Brownville","NY","0",62
"442513","shopping_net",2.07,"M","Dalton","WI","0",53
"442735","grocery_pos",108.11,"M","Whittemore","IA","0",52
"442941","shopping_net",102.74,"M","Christine","ND","0",29
"442944","shopping_pos",510.72,"M","Palmdale","CA","0",57
"443014","shopping_pos",524.44,"F","Stayton","OR","0",52
"443132","grocery_pos",108.35,"M","Cokeburg","PA","0",31
"443324","gas_transport",80.1,"F","Saint Amant","LA","0",43
"443440","shopping_pos",1.76,"F","Blackville","SC","0",54
"443472","gas_transport",76.55,"M","Utica","KS","0",58
"443869","misc_pos",91.26,"F","Sterling City","TX","0",58
"443876","shopping_net",4.28,"F","Waupaca","WI","0",84
"443987","misc_net",87.67,"M","Smithfield","IL","0",47
"444233","health_fitness",75.24,"M","Acworth","NH","0",32
"444261","home",5.63,"F","Milford","OH","0",24
"444277","entertainment",64.31,"M","Johns Island","SC","0",23
"444331","health_fitness",44.2,"F","Blooming Grove","TX","0",42
"444413","kids_pets",49.26,"F","Florence","MS","0",36
"444565","home",30.49,"M","Glendale","CA","0",38
"444598","shopping_pos",132.33,"F","Maysville","KY","0",49
"444664","health_fitness",78.3,"M","Hatch","UT","0",59
"444698","health_fitness",65.88,"F","Nobleboro","ME","0",44
"444716","shopping_pos",6.41,"F","Goodrich","MI","0",35
"444785","shopping_pos",124.44,"F","Kingsford Heights","IN","0",22
"444870","entertainment",73.8,"M","Parkers Lake","KY","0",52
"444939","health_fitness",8.66,"F","Center Point","WV","0",49
"445077","entertainment",65.9,"M","Tekoa","WA","0",21
"445133","personal_care",14,"M","Parsonsfield","ME","0",64
"445178","home",30.67,"F","Hinesburg","VT","0",22
"445277","entertainment",89.77,"M","Tekoa","WA","0",21
"445358","health_fitness",101.66,"M","Denham Springs","LA","0",26
"445722","personal_care",12.63,"M","Norman","AR","0",54
"445766","health_fitness",91.71,"F","Ruidoso","NM","0",20
"445869","shopping_net",4.79,"F","Plymouth","CT","0",47
"445896","food_dining",55.93,"M","Beaverdam","OH","0",42
"445997","home",27.69,"F","Tomahawk","WI","0",23
"446028","misc_pos",137.84,"F","Kingsford Heights","IN","0",22
"446068","shopping_pos",2.85,"M","Indianapolis","IN","0",33
"446422","home",12.48,"M","Tickfaw","LA","0",69
"446456","food_dining",152.06,"M","Zavalla","TX","0",35
"446466","food_dining",63.96,"F","Issaquah","WA","0",36
"446843","shopping_net",4.02,"F","Smiths Grove","KY","0",21
"446892","health_fitness",8.03,"F","Bay City","OR","0",34
"447083","shopping_pos",5.46,"F","Elberta","MI","0",25
"447318","shopping_pos",3.59,"F","Matthews","MO","0",41
"447357","entertainment",13.26,"F","Bridgeport","NJ","0",40
"447392","health_fitness",51,"F","Wetmore","MI","0",48
"447501","health_fitness",160.22,"F","Drakes Branch","VA","0",35
"447838","health_fitness",29.21,"M","Lohrville","IA","0",66
"447949","shopping_net",7.98,"F","Hinesburg","VT","0",22
"447993","home",46.95,"F","Dongola","IL","0",36
"448042","misc_pos",4.64,"M","De Queen","AR","0",63
"448143","gas_transport",69.12,"F","Sutherland","NE","0",38
"448147","shopping_pos",50.8,"F","Louisville","KY","0",68
"448180","grocery_pos",213.89,"F","Walnut Ridge","AR","0",43
"448202","gas_transport",69.32,"M","Hawthorne","CA","0",25
"448231","gas_transport",78.94,"M","Moriarty","NM","0",32
"448270","shopping_net",93.82,"M","Helm","CA","0",47
"448480","gas_transport",54.9,"M","Sprague","NE","0",53
"448549","grocery_pos",201.71,"F","Issaquah","WA","0",36
"448552","gas_transport",72.23,"M","Thida","AR","0",20
"448873","gas_transport",57.35,"F","Reynolds","ND","0",26
"448905","gas_transport",37.83,"M","Bessemer","AL","0",31
"448934","grocery_net",51.83,"F","Cleveland","TX","0",25
"448974","gas_transport",73.76,"M","Dadeville","AL","0",43
"449038","gas_transport",50.3,"F","Grassflat","PA","0",64
"449222","gas_transport",36.39,"M","Harborcreek","PA","0",74
"449285","shopping_net",1.65,"M","Turner","MT","0",56
"449412","grocery_pos",302.44,"F","Carlotta","CA","1",69
"449631","gas_transport",91.51,"M","Bay City","MI","0",25
"449858","grocery_pos",98.34,"F","Fullerton","NE","0",47
"449931","gas_transport",67.45,"F","Hooper","NE","0",47
"450026","misc_pos",8.74,"F","North Prairie","WI","0",78
"450170","misc_pos",1.77,"F","Mount Clemens","MI","0",93
"450269","grocery_pos",129.19,"M","Stoneham","MA","0",56
"450284","grocery_pos",121.58,"F","Fields Landing","CA","0",91
"450428","gas_transport",38.28,"F","Lanark Village","FL","0",30
"450448","shopping_net",7.68,"F","Stanchfield","MN","0",25
"450474","food_dining",78.84,"M","Winthrop","ME","0",25
"450627","misc_net",5.45,"F","Phoenix","AZ","0",21
"450634","home",116.2,"M","Auburn","ME","0",62
"450769","kids_pets",72,"M","Monetta","SC","0",54
"450894","travel",6.07,"F","Burbank","WA","0",39
"450900","entertainment",112.72,"F","Brownville","NY","0",62
"450966","entertainment",154.46,"F","Vancouver","WA","0",35
"451110","home",51.74,"F","Bonfield","IL","0",30
"451307","health_fitness",25.44,"F","Conway","WA","0",36
"451384","health_fitness",14.18,"M","Tyaskin","MD","0",55
"451598","travel",6.58,"M","Sacramento","CA","0",41
"451681","shopping_net",206.53,"F","Plainfield","NJ","0",46
"451692","personal_care",4.67,"M","Matawan","NJ","0",27
"451714","health_fitness",10.19,"F","Alpharetta","GA","0",23
"451743","health_fitness",74.77,"M","West Hartford","VT","0",31
"451884","home",4.77,"M","Springfield","GA","0",51
"451949","health_fitness",12.4,"F","Sixes","OR","0",92
